order_id,user_id,order_datetime,num_items,subtotal,shipping_fee,tax,discount_total,total,payment_method,order_status,shipping_city,shipping_country
O00000200,U000713,2024-04-07T12:50:53.666818,4,1073.29,0.0,101.02,0.0,1174.31,UPI,shipped,New Craigport,Chile
O00000201,U000084,2025-03-26T21:35:24.760291,1,37.24,4.53,4.15,0.0,45.92,Credit Card,processing,Ericaberg,Comoros
O00000202,U000312,2025-05-23T08:07:43.906826,2,324.43,0.0,26.24,0.0,350.67,Paypal,cancelled,West Jade,Switzerland
O00000203,U000242,2025-05-05T14:40:21.353390,4,821.92,0.0,85.26,0.0,907.18,Paypal,cancelled,Hendersonfurt,Niue
O00000204,U000077,2024-07-12T02:13:59.390650,6,803.43,0.0,59.97,9.89,863.4,COD,completed,Smithberg,United States Minor Outlying Islands
O00000205,U000489,2025-02-24T16:04:44.097847,3,916.93,0.0,74.66,0.0,991.59,Gift Card,cancelled,Danielfort,Romania
O00000206,U000867,2024-06-19T20:22:07.253196,5,271.64,0.0,21.33,0.0,292.97,COD,cancelled,Lisaville,San Marino
O00000207,U000350,2024-06-20T11:00:36.916392,1,401.55,0.0,42.45,0.0,444.0,Paypal,returned,Port Karenside,Timor-Leste
O00000208,U000024,2025-05-14T08:10:37.081939,1,120.98,0.0,10.33,25.23,131.31,Debit Card,processing,North Amandahaven,Nigeria
O00000209,U000659,2024-07-24T22:59:28.808772,1,27.15,10.99,1.73,0.0,39.87,Debit Card,shipped,Jonathanville,Uganda
O00000210,U000579,2025-04-30T22:55:08.608795,2,567.68,0.0,50.42,3.42,618.1,Gift Card,completed,Reidland,Cook Islands
O00000211,U000968,2024-11-12T02:38:26.381207,1,51.19,3.79,4.11,0.0,59.09,UPI,cancelled,Wilsonmouth,Panama
O00000212,U000931,2025-02-08T02:19:15.398412,2,487.13,0.0,53.92,0.0,541.05,Gift Card,shipped,Rachelfort,Austria
O00000213,U000868,2024-12-19T13:30:07.010725,2,226.78,0.0,20.18,0.0,246.96,UPI,returned,Carterhaven,El Salvador
O00000214,U000781,2025-11-06T13:08:46.707125,1,513.59,0.0,57.98,240.83,571.57,COD,processing,Port Amber,United States Minor Outlying Islands
O00000215,U000870,2024-07-01T10:34:18.990520,1,66.67,11.95,3.54,0.0,82.16,UPI,returned,Rachelside,South Africa
O00000216,U000506,2025-09-07T06:43:10.173253,1,66.58,11.24,6.27,0.0,84.09,UPI,shipped,North Elizabethview,Palau
O00000217,U000823,2024-08-12T07:31:44.140517,1,187.96,0.0,15.68,0.0,203.64,Debit Card,cancelled,West Danielton,Puerto Rico
O00000218,U000016,2024-09-13T08:14:08.826196,4,476.96,0.0,28.93,0.0,505.89,Credit Card,processing,New David,Libyan Arab Jamahiriya
O00000219,U000371,2024-04-09T07:56:52.526221,2,1040.52,0.0,85.06,0.0,1125.58,Paypal,shipped,Victoriafurt,Haiti
O00000220,U000005,2025-05-18T16:54:42.927242,3,368.11,0.0,38.32,0.0,406.43,Debit Card,returned,Franciscostad,North Macedonia
O00000221,U000495,2025-08-04T21:53:09.826776,6,192.97,0.0,14.84,4.04,207.81,Debit Card,cancelled,Port Tyler,Nepal
O00000222,U000289,2025-05-26T14:06:59.161708,1,35.04,11.0,3.54,17.53,49.58,Gift Card,processing,South Jason,Benin
O00000223,U000489,2025-07-01T01:02:49.477432,1,19.45,10.98,1.4,0.0,31.83,Paypal,returned,Danielfort,Romania
O00000224,U000113,2025-03-08T04:56:44.732294,1,107.08,0.0,7.51,0.0,114.59,Gift Card,shipped,Michellemouth,North Macedonia
O00000225,U000703,2025-06-27T05:30:09.937924,2,160.71,0.0,18.6,0.0,179.31,Paypal,processing,Lake Angelaton,Chile
O00000226,U000170,2025-10-31T23:58:28.706578,1,95.69,11.36,9.25,0.0,116.3,Debit Card,completed,Wilcoxhaven,Togo
O00000227,U000922,2024-01-10T19:06:19.906656,2,540.18,0.0,55.55,0.0,595.73,Credit Card,processing,Port April,Martinique
O00000228,U000378,2025-03-10T02:05:48.333121,4,471.47,0.0,23.79,0.0,495.26,Credit Card,returned,Jeremyborough,Guatemala
O00000229,U000994,2025-07-25T09:34:59.448439,1,30.13,11.51,2.71,0.0,44.35,UPI,shipped,New Rachelstad,Poland
O00000230,U000281,2024-06-11T16:12:22.541068,3,1231.38,0.0,71.02,0.0,1302.4,UPI,completed,Lindseychester,Paraguay
O00000231,U000510,2024-09-28T09:16:16.253236,1,15.58,7.17,1.07,0.0,23.82,Debit Card,returned,Lake Wendybury,Congo
O00000232,U000223,2024-01-09T00:16:21.270916,2,100.05,0.0,5.56,2.59,105.61,Debit Card,completed,New Keith,Falkland Islands (Malvinas)
O00000233,U000423,2024-11-24T20:25:29.791442,3,350.72,0.0,33.02,0.0,383.74,COD,completed,Samanthahaven,Swaziland
O00000234,U000418,2025-08-09T15:40:56.159667,4,1499.58,0.0,172.85,0.0,1672.43,COD,returned,Lake Chadport,Marshall Islands
O00000235,U000839,2024-05-08T10:04:31.894051,5,611.64,0.0,57.44,0.0,669.08,Debit Card,cancelled,Gonzalezmouth,Seychelles
O00000236,U000647,2025-08-17T18:08:10.341381,1,68.78,10.91,4.5,0.0,84.19,Debit Card,returned,Breannachester,Tunisia
O00000237,U000078,2025-10-26T00:19:14.737848,1,267.08,0.0,22.41,0.0,289.49,Debit Card,shipped,Finleyfort,Timor-Leste
O00000238,U000807,2024-10-04T11:15:46.565663,2,932.73,0.0,103.82,0.0,1036.55,COD,cancelled,Andrewburgh,Cocos (Keeling) Islands
O00000239,U000786,2025-11-10T00:08:35.585985,2,466.89,0.0,30.16,14.44,497.05,Debit Card,completed,North Jake,Turks and Caicos Islands
O00000240,U000722,2024-11-05T23:37:33.780613,1,56.56,5.74,4.33,0.0,66.63,COD,cancelled,North Devinfort,Niger
O00000241,U000601,2024-06-28T18:12:03.429997,2,311.23,0.0,29.87,0.0,341.1,Debit Card,returned,North Kelly,Ireland
O00000242,U000509,2024-10-27T20:47:27.464368,1,79.44,10.94,7.69,0.0,98.07,Gift Card,shipped,West Heather,Panama
O00000243,U000658,2025-05-24T13:16:13.470454,4,315.34,0.0,37.02,0.0,352.36,Paypal,shipped,Gregoryton,Zambia
O00000244,U000322,2025-03-24T08:02:22.737504,1,105.58,0.0,7.68,0.0,113.26,UPI,shipped,Millerfort,Kenya
O00000245,U000452,2024-12-17T21:52:57.961882,1,58.47,6.21,3.39,13.66,68.07,UPI,shipped,East Misty,Tokelau
O00000246,U000449,2024-08-18T17:56:35.524703,1,221.04,0.0,23.02,0.0,244.06,Gift Card,shipped,East Kimberlyside,Saint Helena
O00000247,U000349,2025-11-12T17:35:33.136253,1,61.45,9.34,3.2,0.0,73.99,Paypal,processing,Jasonhaven,Cote d'Ivoire
O00000248,U000184,2024-05-07T10:37:09.243531,1,1167.92,0.0,127.97,0.0,1295.89,Gift Card,completed,Hernandezfurt,Israel
O00000249,U000498,2024-08-21T05:34:36.615130,1,583.96,0.0,42.41,0.0,626.37,UPI,returned,Stephaniechester,Northern Mariana Islands
O00000250,U000817,2025-08-19T10:16:39.967872,1,19.74,10.38,1.57,0.0,31.69,Paypal,completed,Colemanchester,Ghana
O00000251,U000574,2025-06-12T01:16:47.560089,3,321.06,0.0,34.45,0.0,355.51,Paypal,shipped,Alvarezburgh,Montserrat
O00000252,U000791,2024-11-08T02:53:00.834886,1,82.74,8.37,5.1,0.0,96.21,Debit Card,completed,East David,North Macedonia
O00000253,U000610,2024-03-07T00:12:00.025655,2,597.74,0.0,43.68,0.0,641.42,COD,processing,South Samantha,Seychelles
O00000254,U000428,2025-08-08T15:36:55.197920,1,3.06,10.32,0.17,1.11,13.55,UPI,returned,South Keith,Bermuda
O00000255,U000716,2025-06-06T01:49:45.201889,1,37.23,10.02,3.3,0.0,50.55,UPI,completed,Lake Elizabeth,Swaziland
O00000256,U000210,2024-06-28T19:09:52.871515,2,232.18,0.0,14.83,0.0,247.01,Debit Card,processing,Aguilarside,Netherlands Antilles
O00000257,U000899,2025-06-18T20:33:40.598999,2,1224.11,0.0,86.07,0.0,1310.18,Debit Card,returned,West Jefferyfort,Uruguay
O00000258,U000245,2024-10-18T17:39:44.413001,1,182.31,0.0,11.87,0.0,194.18,UPI,cancelled,South Stephanie,Algeria
O00000259,U000075,2024-01-18T09:11:45.801131,2,117.32,0.0,13.59,0.97,130.91,Credit Card,processing,Cantuborough,Honduras
O00000260,U000765,2025-01-06T15:07:16.326961,5,539.13,0.0,56.11,0.0,595.24,Debit Card,completed,Lake Evan,Brunei Darussalam
O00000261,U000814,2024-03-05T16:40:59.060825,1,89.53,4.55,9.39,0.0,103.47,UPI,shipped,Lake Ronald,Grenada
O00000262,U000530,2025-10-28T23:02:33.762815,3,432.87,0.0,24.22,0.0,457.09,Credit Card,processing,Lopezstad,Tunisia
O00000263,U000054,2025-07-21T18:33:34.921772,1,578.33,0.0,59.78,0.0,638.11,Gift Card,completed,Hudsonfurt,Ecuador
O00000264,U000020,2024-03-23T06:28:46.013422,4,473.87,0.0,49.99,49.39,523.86,Debit Card,processing,Smithfurt,Chad
O00000265,U000346,2025-05-02T11:36:25.007888,2,71.48,7.11,7.29,0.0,85.88,Paypal,returned,Lake Melaniestad,Myanmar
O00000266,U000005,2024-03-27T09:19:42.772642,2,122.18,0.0,11.04,23.12,133.22,Gift Card,returned,Franciscostad,North Macedonia
O00000267,U000441,2024-08-25T18:35:58.557278,6,2553.38,0.0,218.22,0.0,2771.6,Gift Card,completed,New Amandaville,Ghana
O00000268,U000460,2024-11-05T13:18:14.936730,2,737.52,0.0,86.0,0.0,823.52,COD,completed,Vasquezburgh,Norfolk Island
O00000269,U000973,2025-01-13T10:56:55.815026,6,1097.77,0.0,65.94,123.13,1163.71,UPI,completed,West Martin,Spain
O00000270,U000007,2025-10-04T15:37:48.948465,1,17.23,10.85,1.45,1.93,29.53,Debit Card,completed,Carlshire,Iran
O00000271,U000193,2025-10-22T22:39:30.700912,3,482.81,0.0,48.58,0.0,531.39,COD,cancelled,Hopkinstown,Papua New Guinea
O00000272,U000793,2025-10-26T15:05:42.125350,1,25.37,7.0,2.58,6.27,34.95,Debit Card,completed,Danielstad,Austria
O00000273,U000096,2024-05-04T21:45:53.233864,1,256.33,0.0,22.96,0.0,279.29,Gift Card,completed,South Williamton,Nauru
O00000274,U000354,2025-07-14T21:33:25.224490,2,449.83,0.0,40.2,0.0,490.03,Gift Card,processing,New James,Togo
O00000275,U000657,2025-08-28T18:24:29.130638,4,307.42,0.0,25.76,0.0,333.18,COD,completed,Patrickland,Tokelau
O00000276,U000368,2024-12-15T11:00:36.815334,1,104.25,0.0,8.32,0.0,112.57,Credit Card,shipped,Perezfort,Qatar
O00000277,U000716,2024-04-06T22:17:07.816423,1,211.38,0.0,10.77,0.0,222.15,COD,completed,Lake Elizabeth,Swaziland
O00000278,U000886,2025-04-10T12:18:31.688358,2,221.15,0.0,26.1,0.0,247.25,Credit Card,shipped,North Pattyshire,Cyprus
O00000279,U000936,2025-06-14T17:21:39.253959,1,15.07,8.82,1.31,0.0,25.2,Debit Card,processing,Micheleside,Venezuela
O00000280,U000322,2024-05-15T21:29:01.002766,2,70.79,11.96,7.11,6.1,89.86,UPI,returned,Millerfort,Kenya
O00000281,U000577,2025-05-24T07:17:04.661839,2,49.3,6.66,4.71,0.0,60.67,Debit Card,returned,Benjaminchester,Angola
O00000282,U000017,2024-12-25T11:50:02.718212,1,19.74,5.24,1.84,0.0,26.82,UPI,returned,Rodneymouth,Jersey
O00000283,U000504,2025-06-17T11:27:25.812772,1,54.15,5.64,4.46,0.0,64.25,Paypal,cancelled,South Tiffanyborough,Kazakhstan
O00000284,U000597,2025-01-20T00:17:14.587791,1,102.46,0.0,10.25,0.0,112.71,Gift Card,completed,Jameschester,South Georgia and the South Sandwich Islands
O00000285,U000423,2024-12-28T21:41:53.693632,3,190.25,0.0,22.74,0.0,212.99,Credit Card,returned,Samanthahaven,Swaziland
O00000286,U000853,2024-02-02T03:28:24.777317,2,437.11,0.0,24.73,0.0,461.84,Gift Card,returned,Josephview,Madagascar
O00000287,U000064,2024-12-30T16:17:35.160464,2,288.33,0.0,15.76,15.8,304.09,UPI,processing,Kristinshire,Djibouti
O00000288,U000264,2025-01-03T23:43:46.039874,2,266.72,0.0,13.6,0.0,280.32,Debit Card,returned,Coopershire,Lesotho
O00000289,U000013,2025-04-19T11:41:34.715219,3,406.13,0.0,41.04,0.0,447.17,Paypal,processing,East Donna,Seychelles
O00000290,U000117,2025-11-13T01:37:20.303138,1,107.86,0.0,12.45,0.0,120.31,COD,processing,Erikaton,Ireland
O00000291,U000019,2024-04-24T01:25:29.646295,1,304.08,0.0,19.52,0.0,323.6,COD,cancelled,Lake Yvettetown,Bolivia
O00000292,U000810,2024-04-18T14:02:12.014784,2,231.17,0.0,20.68,8.58,251.85,Debit Card,processing,Melissaland,Svalbard & Jan Mayen Islands
O00000293,U000799,2025-04-10T09:23:43.885607,3,449.69,0.0,46.79,0.0,496.48,COD,processing,New Bruceborough,French Guiana
O00000294,U000175,2025-03-10T06:38:20.002730,2,68.11,10.91,6.59,0.0,85.61,Gift Card,cancelled,Wilsonborough,Timor-Leste
O00000295,U000265,2025-08-10T12:22:20.683189,2,398.68,0.0,47.54,0.0,446.22,Credit Card,processing,Morenoshire,Azerbaijan
O00000296,U000124,2024-06-03T18:14:34.901889,4,1308.26,0.0,147.46,0.0,1455.72,Credit Card,cancelled,Sawyerside,Austria
O00000297,U000064,2025-09-28T13:31:55.035710,2,79.17,9.15,5.77,0.0,94.09,COD,completed,Kristinshire,Djibouti
O00000298,U000047,2025-05-04T19:16:01.871054,1,893.62,0.0,69.28,0.0,962.9,Gift Card,shipped,Lake Roymouth,Anguilla
O00000299,U000078,2025-01-04T22:07:36.622992,3,189.57,0.0,10.52,0.0,200.09,COD,cancelled,Finleyfort,Timor-Leste
O00000300,U000077,2025-10-15T07:25:17.575629,1,43.18,11.54,4.68,0.0,59.4,UPI,cancelled,Smithberg,United States Minor Outlying Islands
O00000301,U000886,2024-10-17T00:38:32.860084,1,258.18,0.0,23.04,0.0,281.22,Gift Card,returned,North Pattyshire,Cyprus
O00000302,U000639,2024-05-18T07:15:05.615756,2,215.88,0.0,17.37,0.0,233.25,Paypal,cancelled,North Matthewfurt,Sri Lanka
O00000303,U000012,2024-02-03T10:56:32.575547,6,575.37,0.0,68.96,9.02,644.33,Debit Card,shipped,Natashaport,Vanuatu
O00000304,U000947,2025-10-24T21:30:24.985987,3,1131.36,0.0,72.08,0.0,1203.44,Paypal,processing,Ryanville,Mexico
O00000305,U000765,2024-10-01T04:43:42.967045,6,2445.11,0.0,124.48,0.0,2569.59,Paypal,completed,Lake Evan,Brunei Darussalam
O00000306,U000547,2024-09-23T14:30:13.357994,4,333.73,0.0,33.14,0.0,366.87,Paypal,completed,Lake Pamela,Benin
O00000307,U000196,2024-12-22T21:01:27.990738,2,637.2,0.0,70.36,0.0,707.56,Gift Card,processing,Lake Albertburgh,Lebanon
O00000308,U000967,2024-10-15T03:28:19.699537,5,1215.43,0.0,129.47,0.0,1344.9,Credit Card,returned,Harperside,South Africa
O00000309,U000542,2024-11-21T22:58:34.789083,6,1206.1,0.0,131.71,19.09,1337.81,Credit Card,shipped,Davidtown,Martinique
O00000310,U000143,2024-08-08T04:39:35.186488,4,889.32,0.0,56.55,1.06,945.87,COD,completed,Tannerside,Micronesia
O00000311,U000331,2025-05-08T12:55:34.273568,1,458.18,0.0,44.46,0.0,502.64,Paypal,cancelled,Jenniferstad,Mauritius
O00000312,U000274,2024-07-24T04:41:18.700317,1,41.54,8.49,4.82,0.0,54.85,COD,completed,Oconnorburgh,Hungary
O00000313,U000199,2024-02-21T05:04:25.912856,1,9.48,6.93,1.03,0.0,17.44,UPI,completed,Port Vanessa,Hungary
O00000314,U000744,2025-04-29T12:07:36.554120,2,779.59,0.0,78.76,29.39,858.35,Credit Card,cancelled,Morganmouth,Andorra
O00000315,U000259,2025-04-01T23:51:38.586434,4,913.42,0.0,56.73,0.0,970.15,UPI,completed,North Steven,San Marino
O00000316,U000628,2024-05-22T18:55:07.649968,1,381.14,0.0,34.01,0.0,415.15,Credit Card,returned,Shanechester,Lithuania
O00000317,U000509,2025-05-16T16:29:14.683567,2,124.51,0.0,6.98,0.0,131.49,Gift Card,completed,West Heather,Panama
O00000318,U000885,2025-02-10T06:51:23.882139,1,46.49,9.7,2.93,3.89,59.12,COD,completed,Jaimeburgh,Congo
O00000319,U000432,2024-02-15T16:49:54.503444,2,208.48,0.0,13.6,0.0,222.08,Paypal,shipped,East Gina,Uzbekistan
O00000320,U000663,2025-05-31T12:51:48.946772,2,447.1,0.0,48.56,149.68,495.66,UPI,cancelled,Nelsonview,Venezuela
O00000321,U000810,2024-04-05T23:13:06.535061,2,87.56,6.14,6.7,0.0,100.4,Paypal,cancelled,Melissaland,Svalbard & Jan Mayen Islands
O00000322,U000363,2024-11-24T22:58:54.210702,3,960.65,0.0,104.2,0.0,1064.85,Paypal,cancelled,New Brittany,Aruba
O00000323,U000231,2024-04-19T14:42:45.138733,3,376.9,0.0,25.82,0.0,402.72,Gift Card,returned,South Joseph,Sweden
O00000324,U000637,2025-10-26T21:54:42.135474,1,15.78,6.47,1.5,0.0,23.75,Gift Card,cancelled,North Joseph,France
O00000325,U000656,2025-10-29T21:29:12.448783,2,190.48,0.0,16.7,71.6,207.18,Debit Card,shipped,Millerside,Ecuador
O00000326,U000970,2025-10-31T04:32:18.843484,1,50.21,10.39,5.31,0.0,65.91,Debit Card,returned,Robertmouth,Eritrea
O00000327,U000317,2024-09-24T14:34:02.820493,1,148.9,0.0,12.7,0.0,161.6,UPI,returned,North Robert,Western Sahara
O00000328,U000480,2024-04-19T01:24:59.271104,1,140.85,0.0,9.59,55.33,150.44,Gift Card,returned,Port Seanport,Greece
O00000329,U000754,2024-10-13T14:27:22.745804,4,1132.66,0.0,103.16,3.71,1235.82,Paypal,processing,Ericborough,Bahamas
O00000330,U000503,2025-02-08T12:41:30.141563,3,1220.68,0.0,114.82,14.06,1335.5,Credit Card,cancelled,Jonathanland,Puerto Rico
O00000331,U000197,2024-06-19T00:34:45.571584,3,286.17,0.0,16.32,0.0,302.49,Paypal,returned,Nelsonland,Croatia
O00000332,U000418,2024-08-27T16:17:12.385411,5,1769.4,0.0,161.99,0.0,1931.39,UPI,shipped,Lake Chadport,Marshall Islands
O00000333,U000690,2024-06-03T19:01:26.343271,2,89.34,5.57,8.99,0.0,103.9,COD,returned,Moniquehaven,Norfolk Island
O00000334,U000734,2025-10-11T03:36:22.351427,1,79.35,6.91,4.19,0.0,90.45,Debit Card,processing,Johnshire,Cameroon
O00000335,U000870,2024-04-06T01:28:06.833888,2,179.28,0.0,16.21,12.56,195.49,COD,completed,Rachelside,South Africa
O00000336,U000357,2024-10-01T14:02:51.980101,2,712.09,0.0,50.59,0.0,762.68,COD,processing,South Erik,Chad
O00000337,U000547,2025-05-11T13:40:14.253711,4,798.66,0.0,58.56,0.0,857.22,Credit Card,completed,Lake Pamela,Benin
O00000338,U000444,2025-02-04T18:37:20.730669,1,36.26,10.01,3.85,0.0,50.12,Gift Card,shipped,Henryberg,Timor-Leste
O00000339,U000392,2025-04-04T20:45:40.035636,1,462.11,0.0,23.13,0.0,485.24,Debit Card,cancelled,Hamptonmouth,Peru
O00000340,U000183,2024-05-20T18:55:23.508844,1,156.04,0.0,11.09,0.0,167.13,Credit Card,cancelled,Lake Erika,Yemen
O00000341,U000672,2024-04-07T09:46:36.762821,1,83.09,5.23,4.68,0.0,93.0,Debit Card,cancelled,Lake Aprilfort,Falkland Islands (Malvinas)
O00000342,U000711,2024-07-07T10:07:13.585035,1,28.78,10.69,2.19,0.0,41.66,Gift Card,cancelled,South Anthonymouth,Madagascar
O00000343,U000292,2024-08-11T23:44:18.322784,6,911.23,0.0,98.59,0.0,1009.82,UPI,cancelled,Matthewsstad,Christmas Island
O00000344,U000441,2025-03-11T12:59:47.274030,2,84.22,9.99,5.0,3.9,99.21,Paypal,returned,New Amandaville,Ghana
O00000345,U000688,2024-12-22T02:30:09.138072,3,99.42,6.85,5.47,0.0,111.74,Gift Card,processing,Johnsland,Turkmenistan
O00000346,U000843,2024-12-24T13:56:22.349373,3,760.53,0.0,57.31,39.6,817.84,COD,completed,Petersonport,Bermuda
O00000347,U000527,2025-06-11T19:32:17.615299,3,378.68,0.0,36.05,0.0,414.73,Debit Card,shipped,East Mark,Saint Pierre and Miquelon
O00000348,U000330,2025-02-13T08:05:51.839458,1,39.99,5.3,3.22,0.0,48.51,Paypal,shipped,Jenniferside,French Southern Territories
O00000349,U000638,2024-06-07T19:29:10.149361,5,709.73,0.0,37.22,0.0,746.95,Gift Card,cancelled,Gutierrezchester,Burundi
O00000350,U000188,2024-10-26T18:40:22.560278,2,168.47,0.0,18.26,0.0,186.73,Gift Card,completed,Oscarside,Singapore
O00000351,U000831,2025-07-16T09:53:52.399225,1,710.2,0.0,71.93,0.0,782.13,UPI,shipped,Port Jennifer,Sri Lanka
O00000352,U000329,2025-01-05T05:18:56.279967,2,1069.42,0.0,96.49,105.25,1165.91,Gift Card,shipped,West Raymond,Serbia
O00000353,U000642,2025-02-21T06:20:45.696908,1,442.66,0.0,42.9,144.54,485.56,Gift Card,completed,Peterberg,Argentina
O00000354,U000498,2024-04-15T02:45:18.663983,1,596.98,0.0,40.66,0.0,637.64,UPI,completed,Stephaniechester,Northern Mariana Islands
O00000355,U000302,2025-08-25T01:48:16.072675,1,25.48,10.32,2.08,0.0,37.88,Paypal,shipped,Morenochester,Trinidad and Tobago
O00000356,U000755,2025-05-30T21:46:20.020028,1,123.1,0.0,13.43,0.0,136.53,Paypal,completed,North Amy,Suriname
O00000357,U000668,2025-05-07T11:37:54.964823,1,886.3,0.0,105.16,0.0,991.46,COD,shipped,East Juliaview,Kenya
O00000358,U000793,2025-08-21T15:51:56.162615,2,210.22,0.0,24.46,7.76,234.68,UPI,processing,Danielstad,Austria
O00000359,U000332,2025-10-11T10:47:36.685487,2,113.2,0.0,10.53,0.0,123.73,Gift Card,shipped,Stokeshaven,Turkey
O00000360,U000765,2024-01-29T00:35:25.128974,4,779.96,0.0,87.54,4.54,867.5,UPI,returned,Lake Evan,Brunei Darussalam
O00000361,U000890,2025-07-27T04:14:15.901173,1,241.79,0.0,17.8,0.0,259.59,Paypal,completed,Marksfort,Afghanistan
O00000362,U000457,2024-06-23T17:30:22.157094,2,195.17,0.0,14.63,0.0,209.8,Credit Card,shipped,North Kaylamouth,Venezuela
O00000363,U000234,2025-03-04T19:09:47.155147,1,1874.46,0.0,177.17,0.0,2051.63,COD,completed,South Diana,Reunion
O00000364,U000473,2024-10-18T07:44:52.743096,4,414.8,0.0,41.84,33.37,456.64,UPI,shipped,North Patrickland,Latvia
O00000365,U000445,2024-04-25T05:22:25.872842,1,63.36,5.83,7.48,0.0,76.67,UPI,processing,Port James,Samoa
O00000366,U000948,2025-04-30T11:25:52.233159,1,578.65,0.0,62.37,0.0,641.02,UPI,processing,West John,French Polynesia
O00000367,U000922,2025-08-15T00:08:55.709286,1,133.84,0.0,7.07,0.0,140.91,Paypal,returned,Port April,Martinique
O00000368,U000562,2024-11-29T07:35:03.489667,1,132.36,0.0,13.32,40.17,145.68,Credit Card,shipped,North Loritown,Dominican Republic
O00000369,U000986,2024-07-18T02:48:40.675195,1,208.44,0.0,21.01,0.0,229.45,Paypal,returned,Saraberg,Cote d'Ivoire
O00000370,U000186,2024-12-23T14:55:48.321131,1,57.56,3.69,6.71,0.0,67.96,Paypal,completed,North Joseph,Mauritania
O00000371,U000120,2024-03-01T14:00:49.160189,1,186.94,0.0,15.02,0.0,201.96,Credit Card,cancelled,Kyleborough,Andorra
O00000372,U000257,2025-05-15T12:33:38.810321,5,497.96,0.0,49.1,0.0,547.06,Credit Card,returned,Stevenville,Korea
O00000373,U000250,2025-10-18T11:00:01.855927,3,363.31,0.0,25.15,0.0,388.46,UPI,cancelled,Jonesmouth,Zimbabwe
O00000374,U000194,2025-08-14T17:14:11.318540,1,21.85,9.21,2.02,0.0,33.08,Debit Card,returned,Drakeburgh,Suriname
O00000375,U000204,2024-06-14T01:03:33.255772,1,79.44,6.96,4.08,0.0,90.48,Gift Card,cancelled,West Kevin,Chile
O00000376,U000206,2025-08-04T09:01:56.014852,2,127.99,0.0,13.48,0.0,141.47,UPI,returned,Scottchester,Hong Kong
O00000377,U000813,2024-12-04T06:14:02.599209,1,140.76,0.0,14.02,18.73,154.78,Debit Card,completed,Michaelmouth,Bosnia and Herzegovina
O00000378,U000066,2025-04-24T21:26:59.799452,5,1276.46,0.0,117.01,0.0,1393.47,COD,shipped,Millerton,Lithuania
O00000379,U000677,2024-10-22T19:32:51.278846,3,198.56,0.0,14.37,0.0,212.93,Gift Card,cancelled,Joneston,Gabon
O00000380,U000210,2024-02-08T18:00:28.017990,2,172.42,0.0,11.16,0.0,183.58,UPI,cancelled,Aguilarside,Netherlands Antilles
O00000381,U000815,2024-03-12T22:48:02.293079,1,296.3,0.0,20.12,0.0,316.42,Credit Card,processing,Lisaland,Venezuela
O00000382,U000103,2025-06-10T15:25:36.282415,3,376.84,0.0,27.95,0.0,404.79,Debit Card,processing,New Sarahview,Tanzania
O00000383,U000447,2025-07-30T03:36:25.914035,1,55.77,5.98,4.02,0.0,65.77,UPI,shipped,New Amanda,Turkey
O00000384,U000237,2025-05-15T23:46:41.829116,1,4.93,4.92,0.37,1.53,10.22,Gift Card,shipped,Lake Kaitlin,Saint Helena
O00000385,U000328,2025-09-10T20:04:11.871964,1,643.96,0.0,33.25,0.0,677.21,Paypal,processing,Lake Lisa,Puerto Rico
